# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_upstream_gene_variant
LETM2	LETM2	NM_001286819.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
LGALS8	LGALS8	NM_201544.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LHFPL3	LHFPL3	NM_199000.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LHFPL6	LHFPL6	NM_005780.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LIAS	LIAS	NM_006859.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LIMK1	LIMK1	NM_002314.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
LIMK2	LIMK2	NM_005569.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LIN28B	LIN28B	NM_001004317.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LIN52	LIN52	NM_001024674.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LIN54	LIN54	NM_194282.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LIPF	LIPF	NM_004190.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LITAF	LITAF	NM_001136472.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LMBR1	LMBR1	NM_022458.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LMNB2	LMNB2	NM_032737.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LMO7	LMO7	NM_001306080.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LNPEP	LNPEP	NM_005575.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LONP1	LONP1	NM_004793.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LPCAT2	LPCAT2	NM_017839.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LPGAT1	LPGAT1	NM_014873.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LPL	LPL	NM_000237.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LPP	LPP	NM_001375462.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LRCH1	LRCH1	NM_001164211.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LRFN2	LRFN2	NM_020737.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LRIG1	LRIG1	NM_015541.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LRMDA	LRMDA	NM_001305581.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LRP11	LRP11	NM_032832.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LRP4	LRP4	NM_002334.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
LRP5	LRP5	NM_002335.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
LRPPRC	LRPPRC	NM_133259.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LRRC20	LRRC20	NM_001278212.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LRRC31	LRRC31	NM_024727.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LRRC4B	LRRC4B	NM_001080457.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LRRC75A	LRRC75A	NM_001113567.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LRRD1	LRRD1	NM_001161528.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LSM10	LSM10	NM_032881.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LST1	LST1	NM_205839.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LTB	LTB	NM_002341.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LY9	LY9	NM_002348.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MACROD2	MACROD2	NM_001351661.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0
MAD1L1	MAD1L1	NM_001013836.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MAEA	MAEA	NM_001017405.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAFG	MAFG	NM_002359.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAGEC3	MAGEC3	NM_138702.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MAGI1	MAGI1	NM_001033057.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
MAGI2	MAGI2	NM_012301.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
MAK16	MAK16	NM_032509.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MALRD1	MALRD1	NM_001142308.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
MAML3	MAML3	NM_018717.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MAN1C1	MAN1C1	NM_020379.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
MAP1LC3B	MAP1LC3B	NM_022818.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MAP2K1	MAP2K1	NM_002755.4	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0
MAP3K4	MAP3K4	NM_005922.4	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP3K7CL	MAP3K7CL	NM_001286620.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MAP3K9	MAP3K9	NM_001284230.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MAPK6	MAPK6	NM_002748.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAPK9	MAPK9	NM_002752.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAPKAP1	MAPKAP1	NM_001006617.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MAPKAPK5	MAPKAPK5	NM_003668.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MARCHF1	MARCHF1	NM_001394959.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MARCHF10	MARCHF10	NM_152598.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MARCHF11	MARCHF11	NM_001102562.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MARCHF5	MARCHF5	NM_017824.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MARK2	MARK2	NM_001039469.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MARK3	MARK3	NM_001128918.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MATN2	MATN2	NM_002380.5	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0
MAVS	MAVS	NM_020746.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MCC	MCC	NM_001085377.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MCCD1	MCCD1	NM_001011700.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MCL1	MCL1	NM_021960.5	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MCM3AP	MCM3AP	NM_003906.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MCPH1	MCPH1	NM_024596.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
MCU	MCU	NM_138357.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MED1	MED1	NM_004774.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MED27	MED27	NM_004269.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MED9	MED9	NM_018019.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MEF2A	MEF2A	NM_001319206.4	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
MEFV	MEFV	NM_000243.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MEI1	MEI1	NM_152513.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MEI4	MEI4	NM_001322247.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MEIKIN	MEIKIN	NM_001303622.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MEIS2	MEIS2	NM_170675.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MEMO1	MEMO1	NM_001301833.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MEOX2	MEOX2	NM_005924.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MEST	MEST	NM_002402.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MET	MET	NM_000245.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
METTL25	METTL25	NM_032230.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
METTL27	METTL27	NM_152559.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MFGE8	MFGE8	NM_005928.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MFN2	MFN2	NM_014874.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MFSD2B	MFSD2B	NM_001346880.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MICAL2	MICAL2	NM_001282663.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MICU1	MICU1	NM_001195518.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MICU2	MICU2	NM_152726.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
MIGA2	MIGA2	NM_001329990.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MINK1	MINK1	NM_153827.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MKRN2OS	MKRN2OS	NM_001195279.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MLXIP	MLXIP	NM_014938.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MMD	MMD	NM_012329.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MMP16	MMP16	NM_005941.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MMP2	MMP2	NM_004530.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MOB3B	MOB3B	NM_024761.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MON1B	MON1B	NM_014940.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MORC2	MORC2	NM_001303256.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MORC4	MORC4	NM_024657.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MOV10L1	MOV10L1	NM_018995.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
MPHOSPH9	MPHOSPH9	NM_022782.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MPPE1	MPPE1	NM_023075.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MR1	MR1	NM_001385161.1	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0
MREG	MREG	NM_018000.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MRGBP	MRGBP	NM_018270.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MRI1	MRI1	NM_001031727.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1
MRPL1	MRPL1	NM_020236.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MRPL18	MRPL18	NM_014161.5	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
MRPL21	MRPL21	NM_181514.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MRPL45	MRPL45	NM_032351.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MRPS18A	MRPS18A	NM_018135.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MRPS21	MRPS21	NM_031901.6	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
MRPS28	MRPS28	NM_014018.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MRTFA	MRTFA	NM_020831.6	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
MS4A1	MS4A1	NM_152866.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MS4A12	MS4A12	NM_017716.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MS4A5	MS4A5	NM_023945.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MSH3	MSH3	NM_002439.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
MSRB1	MSRB1	NM_016332.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MT3	MT3	NM_005954.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MTA3	MTA3	NM_001330442.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MTCH2	MTCH2	NM_014342.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MTF1	MTF1	NM_005955.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MTF2	MTF2	NM_007358.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MTHFR	MTHFR	NM_005957.5	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
MTIF3	MTIF3	NM_152912.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MTUS1	MTUS1	NM_001363059.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MTUS2	MTUS2	NM_001033602.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MUC20	MUC20	NM_001282506.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MUC4	MUC4	NM_018406.7	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
MX1	MX1	NM_002462.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MX2	MX2	NM_002463.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MXRA7	MXRA7	NM_198530.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYBBP1A	MYBBP1A	NM_014520.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
MYBPC1	MYBPC1	NM_002465.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYDGF	MYDGF	NM_019107.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYH10	MYH10	NM_001256012.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYH11	MYH11	NM_001040113.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYH11	MYH11	NM_002474.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYH15	MYH15	NM_014981.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYH9	MYH9	NM_002473.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYL12B	MYL12B	NM_033546.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYO16	MYO16	NM_001198950.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYO18A	MYO18A	NM_078471.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYO19	MYO19	NM_001163735.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYO1B	MYO1B	NM_001130158.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYO1E	MYO1E	NM_004998.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYO3B	MYO3B	NM_138995.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYO5A	MYO5A	NM_001382347.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYO6	MYO6	NM_004999.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYO9A	MYO9A	NM_006901.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYOM3	MYOM3	NM_152372.4	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0
MYPN	MYPN	NM_032578.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
MYT1L	MYT1L	NM_001303052.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
N4BP2	N4BP2	NM_018177.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NAA20	NAA20	NM_016100.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NAA30	NAA30	NM_001011713.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NAA35	NAA35	NM_024635.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NAALAD2	NAALAD2	NM_005467.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
NAALADL2	NAALADL2	NM_207015.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0
NADSYN1	NADSYN1	NM_018161.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NANOS2	NANOS2	NM_001029861.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
NAPB	NAPB	NM_022080.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
NARF	NARF	NM_012336.4	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0
NAT14	NAT14	NM_020378.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NAV1	NAV1	NM_001389617.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NAV3	NAV3	NM_001024383.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NBEA	NBEA	NM_001385012.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
NBEAL1	NBEAL1	NM_001378026.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NBR1	NBR1	NM_005899.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NCAN	NCAN	NM_004386.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NCAPD3	NCAPD3	NM_015261.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NCK2	NCK2	NM_003581.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NCKIPSD	NCKIPSD	NM_016453.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NCLN	NCLN	NM_020170.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NCMAP	NCMAP	NM_001010980.5	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NCOA2	NCOA2	NM_006540.4	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0
NCOR2	NCOR2	NM_006312.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NCR1	NCR1	NM_004829.7	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
NDE1	NDE1	NM_017668.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
NDRG1	NDRG1	NM_006096.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NDUFB1	NDUFB1	NM_004545.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NDUFB11	NDUFB11	NM_001135998.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NECTIN1	NECTIN1	NM_002855.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NEDD4L	NEDD4L	NM_001144967.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NEGR1	NEGR1	NM_173808.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NELL2	NELL2	NM_001145108.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NET1	NET1	NM_001047160.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NEURL4	NEURL4	NM_032442.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
NF1	NF1	NM_001042492.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
NF2	NF2	NM_000268.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NFS1	NFS1	NM_021100.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
NFU1	NFU1	NM_001002755.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NGEF	NGEF	NM_019850.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NINJ2	NINJ2	NM_016533.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NIPSNAP1	NIPSNAP1	NM_003634.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
NIPSNAP2	NIPSNAP2	NM_001483.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NKAIN2	NKAIN2	NM_001040214.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
NKAIN3	NKAIN3	NM_001304533.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
NKAPD1	NKAPD1	NM_018195.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NKX2-5	NKX2-5	NM_004387.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
NLGN1	NLGN1	NM_001365925.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
NLN	NLN	NM_020726.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NLRP11	NLRP11	NM_001394894.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
NLRP2	NLRP2	NM_017852.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NLRP3	NLRP3	NM_001243133.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NLRP4	NLRP4	NM_134444.5	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
NME7	NME7	NM_013330.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NMT2	NMT2	NM_004808.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NOBOX	NOBOX	NM_001080413.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NOL9	NOL9	NM_024654.5	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NOM1	NOM1	NM_138400.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
NOP53	NOP53	NM_015710.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
NOS1AP	NOS1AP	NM_014697.3	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0
NOS3	NOS3	NM_000603.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NOTCH2NLR	NOTCH2NLR	NM_001396072.1	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
NOX3	NOX3	NM_015718.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NPIPB7	NPIPB7	NM_001396030.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NPLOC4	NPLOC4	NM_017921.4	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	2
NPRL3	NPRL3	NM_001077350.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
NPSR1	NPSR1	NM_207172.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NR2C2	NR2C2	NM_001291694.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NR5A2	NR5A2	NM_205860.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NRCAM	NRCAM	NM_001037132.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
NRF1	NRF1	NM_005011.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NRG3	NRG3	NM_001010848.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NRIP3	NRIP3	NM_020645.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NRP1	NRP1	NM_003873.7	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NRP2	NRP2	NM_003872.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NRXN1	NRXN1	NM_001330078.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
NRXN3	NRXN3	NM_001330195.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
NSL1	NSL1	NM_015471.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
